"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.425860774309817,0.845,0.5,0,"3","Gpr158"
0,0.48096543276513,0.489,0.146,0,"3","Drd1"
0,1.57885242792179,0.447,0.109,0,"3","Mas1"
0,0.949616525340704,0.608,0.272,0,"3","Ephb2"
0,1.30189180597187,0.475,0.14,0,"3","Sstr1"
0,0.791124241475856,0.901,0.57,0,"3","Adora1"
0,1.19874633708261,0.504,0.18,0,"3","Sstr3"
0,0.599829817515319,0.704,0.38,0,"3","Cnr1"
0,1.14229256058809,0.453,0.14,0,"3","Rspo3"
0,0.597464738976794,0.926,0.619,0,"3","Fzd3"
0,0.689126938048608,0.971,0.664,0,"3","Gabbr2"
0,0.461441176585624,0.904,0.599,0,"3","Ntrk3"
0,0.644963625045031,0.928,0.624,0,"3","Adgrb3"
0,0.37876968663155,0.843,0.539,0,"3","Adgrl3"
0,0.414504622384813,0.91,0.609,0,"3","Gpr162"
0,0.807083862628946,0.964,0.666,0,"3","Lmtk2"
0,1.03259936625475,0.493,0.197,0,"3","Htr5a"
0,0.536978297238741,0.621,0.325,0,"3","Gpr75"
0,0.289319260127491,0.676,0.382,0,"3","Gpr27"
0,0.941087300782339,0.993,0.7,0,"3","Cx3cl1"
0,1.16380974694828,0.456,0.164,0,"3","Adra1b"
0,0.440040601928503,0.63,0.342,0,"3","Gpr61"
0,3.85452247699765,0.313,0.028,0,"3","Rxfp1"
0,0.949185060820983,0.974,0.692,0,"3","Celsr2"
0,2.03898799016091,0.335,0.06,0,"3","Vipr1"
0,0.656388744039823,0.642,0.369,0,"3","Nrp1"
0,0.706349047197756,0.957,0.685,0,"3","Adgrb1"
0,0.618752628199527,0.572,0.305,0,"3","Gpr21"
0,0.647703777364113,0.46,0.198,0,"3","Ephb3"
0,1.00850896646236,0.451,0.199,0,"3","Ptk7"
0,0.79484217734274,0.979,0.729,0,"3","Adgrl1"
0,0.645830452653064,0.492,0.244,0,"3","Adra2a"
0,0.84302961177975,0.415,0.173,0,"3","Gpr45"
