"cell","center_x","center_y"
"cell20688",3149.06824517995,-1549.07317006588
"cell20689",3162.89224553853,-1671.76117324829
"cell20690",3224.99224714935,-1644.65317254514
"cell20691",3324.23884972371,-1659.66517293453
"cell20692",3280.72024859488,-1646.27317258716
"cell20693",3322.24624967202,-1605.34117152542
"cell20694",3294.54424895346,-1705.18717411533
"cell20695",3187.94824618846,-1520.72316933051
"cell20696",3283.63624867052,-1609.87717164308
"cell20697",3176.60824589431,-1554.25717020035
"cell20698",3266.41024822369,-1611.6591716893
"cell20699",3145.5582450889,-1699.24717396125
"cell20700",3289.14424881339,-1561.76317039505
"cell20701",3207.65824669972,-1545.94116998464
"cell20702",3139.51024493203,-1630.07317216694
"cell20703",3166.99624564499,-1718.89777447097
"cell20704",3159.54424545169,-1697.03317390382
"cell20705",3218.24224697426,-1686.01717361808
"cell20706",3269.97424831614,-1586.49517103657
"cell20707",3245.40424767882,-1648.81117265299
"cell20708",3169.37224570662,-1507.93056899868
"cell20709",3209.49424674734,-1686.34117362648
"cell20710",3198.6942464672,-1547.45317002386
"cell20711",3245.02624766901,-1669.06117317826
"cell20712",3124.44424454123,-1512.84456912614
"cell20713",3116.45224433392,-1628.93917213753
"cell20714",3169.10224569961,-1534.16916967928
"cell20715",3292.16824889183,-1663.98517304659
"cell20716",3110.67964418419,-1660.58317295834
"cell20717",3191.40424627811,-1684.28917357326
"cell20718",3162.40624552593,-1660.09717294574
"cell20719",3275.96824847162,-1637.20117235184
"cell20720",3303.50824918598,-1678.34917341918
"cell20721",3166.94224564359,-1648.97317265719
"cell20722",3326.56084978394,-1552.79917016253
"cell20723",3308.26024930924,-1580.9331708923
"cell20724",3243.46024762839,-1543.1871699132
"cell20725",3284.60824869573,-1668.14317315444
"cell20726",3220.61824703589,-1712.58517430723
"cell20727",3270.40624832734,-1720.30177450739
"cell20728",3199.61224649101,-1627.31917209551
"cell20729",3284.71624869853,-1655.39917282388
"cell20730",3220.24024702609,-1674.67717332393
"cell20731",3202.52824656665,-1591.30117116123
"cell20732",3238.49224749953,-1559.98117034882
"cell20733",3216.97652245313,-1838.88575536385
"cell20734",3306.3465247713,-1794.82175422087
"cell20735",3174.20852134377,-1862.69975598156
"cell20736",3188.95052172616,-1854.00575575605
"cell20737",3273.08252390847,-1878.62975639477
"cell20738",3315.52652500942,-1900.22975695506
"cell20739",3290.41652435809,-1849.955755651
"cell20740",3278.37452404574,-1782.94175391272
"cell20741",3158.92652094737,-1858.54175587371
"cell20742",3237.2805229798,-1740.17375280336
"cell20743",3174.64052135497,-1842.4497554563
"cell20744",3265.46852371097,-1892.02175674215
"cell20745",3286.74452426285,-1892.56175675616
"cell20746",3253.1565233916,-1885.21775656566
"cell20747",3239.87252304703,-1896.77375686541
"cell20748",3120.04651993886,-1885.70375657827
"cell20749",3247.16252323613,-1855.57175579667
"cell20750",3217.62452246994,-1792.06775414944
"cell20751",3143.48252054676,-1772.73575364798
"cell20752",3118.75051990524,-1850.495755665
"cell20753",3220.16252253577,-1743.3057528846
"cell20754",3263.68652366474,-1784.99375396594
"cell20755",3210.71252229065,-1903.3077570349
"cell20756",3290.36252435669,-1916.26775737107
"cell20757",3197.26652194187,-1923.60635756142
"cell20758",3228.69452275708,-1726.18775244057
"cell20759",3195.21452188864,-1763.39375340566
"cell20760",3296.46452451497,-1773.9777536802
"cell20761",3142.07852051035,-1836.29375529662
"cell20762",3149.26052069664,-1825.81775502488
"cell20763",3225.18452266604,-1834.8357552588
"cell20764",3122.90852001309,-1790.82575411722
"cell20765",3200.77652203292,-1883.65175652504
"cell20766",3142.94252053276,-1718.57375224307
"cell20767",3196.18652191386,-1732.61375260726
"cell20768",3189.00452172756,-1899.31175693125
"cell20769",3285.61052423343,-1802.81375442818
"cell20770",3300.13652461022,-1737.04175272211
"cell20771",3120.58651995286,-1870.63775618747
"cell20772",3162.70652104542,-1787.31575402617
"cell20773",3254.29052342102,-1739.52575278655
"cell20774",3127.82252014056,-1769.54975356534
"cell20775",3270.38252383843,-1850.3877556622
"cell20776",3109.84591967426,-1833.16175521538
"cell20777",3267.19652375579,-1736.0697526969
"cell20778",3264.44252368435,-1807.56575455144
"cell20779",3232.74452286214,-1711.82915206812
"cell20780",3125.06852006912,-1712.15315207653
"cell20781",3139.16252043471,-1751.94575310871
"cell20782",3202.88252208754,-1802.16575441137
"cell20783",3216.43652243912,-1759.88375331461
"cell20784",3146.5605206266,-1869.44975615665
"cell20785",3169.72652122751,-1739.63375278935
"cell20786",3205.47452215478,-1794.28175420687
"cell20787",3211.95452232286,-1713.71375211701
"cell20788",3238.25252300501,-1861.61975595355
"cell20789",3310.18052487075,-1771.33175361156
"cell20790",3234.31052290276,-1754.26775316894
"cell20791",3189.76052174717,-1863.83375601098
"cell20792",3257.58452350646,-1772.51975364238
"cell20793",3176.4225214012,-1765.66175346449
"cell20794",3275.24252396449,-1871.71775621548
"cell20795",3192.1905218102,-1870.74575619027
"cell20796",3154.66052083671,-1807.24175454304
"cell20797",3296.19452450797,-1756.37375322357
"cell20798",3226.37252269685,-1807.67375455424
"cell20799",3138.5145204179,-1888.5657566525
"cell20800",3109.25191965885,-1898.17775690183
"cell20801",3252.07652336359,-1711.88315206952
"cell20802",3320.32712513395,-1718.03375222906
"cell20803",3286.85252426565,-1718.84375225008
"cell20804",3146.77652063221,-1893.10175677016
"cell20805",3321.94712517597,-1762.96175339445
"cell20806",3181.87652154267,-1820.25575488061
"cell20807",3231.07052281871,-1867.61375610903
"cell20808",3172.91252131015,-1754.80775318295
"cell20809",3152.93252079189,-1779.75575383008
"cell20810",3298.7865245752,-1775.21975371242
"cell20811",3149.09852069244,-1907.14175713435
"cell20812",3107.8328205198,-2100.6615264751
"cell20813",3149.84482160956,-2045.31152503937
"cell20814",3243.42682403699,-2060.21552542597
"cell20815",3211.45882320777,-2089.86152619496
"cell20816",3229.2248236686,-2013.88352422416
"cell20817",3155.67682176083,-2042.77352497354
"cell20818",3225.55282357335,-2066.20952558145
"cell20819",3262.65082453564,-1928.23952200264
"cell20820",3148.11682156473,-2058.37952537835
"cell20821",3238.45882390812,-2068.85552565008
"cell20822",3233.11282376945,-1947.73352250829
"cell20823",3116.85082075372,-2112.81152679026
"cell20824",3194.98882278055,-2098.44752641767
"cell20825",3260.49082447961,-2001.08552389219
"cell20826",3262.97482454404,-2040.23552490771
"cell20827",3240.07882395014,-2047.90352510661
"cell20828",3225.55282357335,-2040.39752491191
"cell20829",3176.95282231271,-2013.01952420175
"cell20830",3222.36682349071,-1973.16752316803
"cell20831",3240.24082395434,-1962.09752288088
"cell20832",3191.85682269931,-1980.07952334732
"cell20833",3160.6988218911,-1962.09752288088
"cell20834",3265.62082461268,-2027.86952458695
"cell20835",3256.87282438576,-2031.16352467239
"cell20836",3242.13082400337,-1942.33352236822
"cell20837",3231.97882374004,-1997.79152380675
"cell20838",3141.58282139525,-1944.06152241304
"cell20839",3222.58282349631,-1938.98552228138
"cell20840",3274.31482483819,-2041.04552492872
"cell20841",3190.66882266849,-2069.61152566969
"cell20842",3252.0668242611,-2018.31152433902
"cell20843",3166.90882205218,-2024.6835245043
"cell20844",3213.02482324839,-1949.02952254191
"cell20845",3202.17082296684,-2044.28552501276
"cell20846",3126.19282099605,-2083.54352603108
"cell20847",3187.53682258725,-2058.27152537555
"cell20848",3196.39282281697,-1970.7915231064
"cell20849",3219.23482340947,-1915.11752166227
"cell20850",3103.95022041909,-1942.33352236822
"cell20851",3231.43882372603,-2006.32352402806
"cell20852",3188.02282259986,-1985.74952349439
"cell20853",3152.868821688,-2003.67752395943
"cell20854",3112.53082064167,-2043.69152499735
"cell20855",3184.72882251441,-2103.46952654794
"cell20856",3183.2168224752,-2028.78752461076
"cell20857",3290.73082526401,-2039.9115248993
"cell20858",3184.18882250041,-2091.96752624959
"cell20859",3137.9108213,-2015.98952427879
"cell20860",3202.87282298505,-2003.51552395523
"cell20861",3226.30882359296,-2052.00752521306
"cell20862",3243.53482403979,-2040.07352490351
"cell20863",3134.67082121596,-2080.19552594423
"cell20864",3251.04082423449,-1940.281522315
"cell20865",3149.79082160816,-2123.33612706326
"cell20866",3261.84082451463,-2011.66952416673
"cell20867",3283.92682508752,-1991.09552363306
"cell20868",3221.9888234809,-2058.64952538535
"cell20869",3222.74482350051,-2023.54952447489
"cell20870",3246.17541016638,-2175.32406810671
"cell20871",3101.45540641248,-2278.24807077646
"cell20872",3278.68341100961,-2158.69206767529
"cell20873",3141.57740745321,-2141.30406722426
"cell20874",3118.51940685511,-2246.22606994584
"cell20875",3130.45340716466,-2187.69006842747
"cell20876",3292.61541137099,-2155.99206760526
"cell20877",3145.89740756527,-2150.48406746238
"cell20878",3282.62541111186,-2149.51206743717
"cell20879",3126.40340705961,-2144.70606731251
"cell20880",3142.76540748402,-2135.36406707019
"cell20881",3297.69141150266,-2165.11806784198
"cell20882",3128.88740712404,-2226.46206943318
"cell20883",3139.79540740699,-2179.15806820616
"cell20884",3107.17940656096,-2314.05007170513
"cell20885",3130.66940717027,-2193.68406858295
"cell20886",3144.00740751624,-2166.19806786999
"cell20887",3132.8834072277,-2202.00006879866
"cell20888",3120.40940690413,-2203.51206883788
"cell20889",3258.59541048855,-2166.5220678784
"cell20890",3284.08341114968,-2162.20206776634
"cell20891",3306.43401172943,-2182.1280682832
"cell20892",3299.79741155729,-2173.05606804788
"cell20893",3222.36140954867,-2322.58207192644
"cell20894",3140.44340742379,-2189.5800684765
"cell20895",3099.5168063622,-2158.26006766409
"cell20896",3258.16341047734,-2176.72806814313
"cell20897",3120.62540690973,-2232.51006959006
"cell20898",3147.40940760449,-2153.61606754363
"cell20899",3270.4754107967,-2170.89606799185
"cell20900",3102.15740643069,-2254.05607014894
"cell20901",3302.17341161892,-2154.75006757304
"cell20902",3126.24140705541,-2287.64407102019
"cell20903",3308.4914117828,-2190.44406849891
"cell20904",3294.61341142282,-2167.49406790361
"cell20905",3270.7454108037,-2157.23406763747
"cell20906",3119.05940686911,-2288.9940710552
"cell20907",3121.75940693915,-2302.49407140538
"cell20908",3297.47541149706,-2308.38007155806
"cell20909",3306.06141171977,-2161.82406775653
"cell20910",3125.5934070386,-2216.52606917545
"cell20911",3253.0820100531,-2435.28871611506
"cell20912",3224.51600931212,-2440.52671625093
"cell20913",3277.70601069182,-2419.89871571586
"cell20914",3288.77601097897,-2413.90471556038
"cell20915",3229.21400943398,-2447.00671641901
"cell20916",3306.96861145087,-2329.77271337807
"cell20917",3239.36600969732,-2439.28471621871
"cell20918",3234.56000957265,-2496.57871770486
"cell20919",3127.04600678384,-2406.45271536708
"cell20920",3114.62600646168,-2390.95471496508
"cell20921",3094.86740594916,-2459.21071673557
"cell20922",3284.34801086411,-2419.19671569765
"cell20923",3130.44800687209,-2407.9647154063
"cell20924",3252.48801003769,-2450.03071649745
"cell20925",3228.72800942138,-2456.67271666974
"cell20926",3298.01001121849,-2326.37071328983
"cell20927",3105.23000621796,-2402.51071526483
"cell20928",3240.82400973514,-2450.67871651426
"cell20929",3096.27140598558,-2445.49471637979
"cell20930",3104.20400619134,-2395.81471509114
"cell20931",3140.00600712001,-2402.40271526203
"cell20932",3105.82400623336,-2369.30071440339
"cell20933",3097.18940600939,-2328.04471333325
"cell20934",3233.58800954744,-2463.90871685743
"cell20935",3225.21800933033,-2467.41871694848
"cell20936",3297.52401120588,-2406.50671536848
"cell20937",3306.80661144666,-2356.12471406162
"cell20938",3235.58600959927,-2485.56271741912
"cell20939",3116.4080065079,-2372.32471448183
"cell20940",3265.82601038367,-2436.90871615708
"cell20941",3218.14400914684,-2452.02871654928
"cell20942",3241.95800976455,-2503.97671789676
"cell20943",3307.24401145801,-2345.21671377867
"cell20944",3232.40000951663,-2476.382717181
"cell20945",3264.85401035845,-2447.27671642601
"cell20946",3095.02940595336,-2320.53871313855
"cell20947",3251.24601000547,-2441.98471628875
"cell20948",3124.50800671801,-2411.20471549034
"cell20949",3092.19014857337,-2663.90089260787
"cell20950",3092.56814858317,-2656.88089242578
"cell20951",3119.73014928773,-2661.74089255184
"cell20952",3300.2521539703,-2569.61689016223
"cell20953",3113.19614911824,-2637.11689191312
"cell20954",3125.2381494306,-2618.59489143267
"cell20955",3232.10415220261,-2705.69689369202
"cell20956",3142.89614988863,-2606.93089113012
"cell20957",3206.56215154007,-2583.22489051521
"cell20958",3265.36815306544,-2597.480890885
"cell20959",3142.03214986622,-2675.45689290762
"cell20960",3186.63615102321,-2570.75089019164
"cell20961",3176.86215076968,-2708.23489375785
"cell20962",3233.56215224043,-2678.53489298746
"cell20963",3147.27015000209,-2671.19089279696
"cell20964",3158.50215029344,-2609.68489120156
"cell20965",3201.2701514028,-2592.08089074492
"cell20966",3105.79814892635,-2692.14289334044
"cell20967",3212.50215169415,-2634.63289184868
"cell20968",3130.42214956507,-2706.07489370182
"cell20969",3254.2981527783,-2632.79689180106
"cell20970",3133.55414964631,-2618.70289143547
"cell20971",3207.53415156528,-2614.00489131361
"cell20972",3263.74815302342,-2576.36689033732
"cell20973",3302.8927540388,-2729.12749429978
"cell20974",3139.54814980179,-2723.51689415425
"cell20975",3176.43015075848,-2580.90289045498
"cell20976",3238.26015236229,-2658.8788924776
"cell20977",3167.68215053156,-2608.92889118195
"cell20978",3168.60015055537,-2594.07889079675
"cell20979",3166.22415049374,-2588.89489066228
"cell20980",3099.80414877087,-2662.06489256024
"cell20981",3168.27615054697,-2600.88289097324
"cell20982",3258.02415287495,-2728.31749427877
"cell20983",3223.19415197149,-2554.60488977283
"cell20984",3141.60014985502,-2626.10089162737
"cell20985",3225.51615203172,-2582.9008905068
"cell20986",3199.38015135378,-2567.1868900992
"cell20987",3297.93015391007,-2578.31089038774
"cell20988",3122.86214936897,-2644.29889209941
"cell20989",3187.44615104422,-2581.82089047879
"cell20990",3230.70015216619,-2621.88889151812
"cell20991",3226.81215206534,-2575.0168903023
"cell20992",3231.61815219,-2521.45428891294
"cell20993",3204.02415147424,-2623.61689156294
"cell20994",3116.59814920649,-2626.80289164558
"cell20995",3236.47815231606,-2581.65889047459
"cell20996",3234.69615226984,-2573.82889027148
"cell20997",3217.09215181321,-2567.024890095
"cell20998",3156.39615023881,-2626.04689162597
"cell20999",3264.66615304723,-2575.71889032051
"cell21000",3260.34615293518,-2650.8328922689
"cell21001",3097.32014870644,-2685.28489316255
"cell21002",3209.1541516073,-2596.23889085278
"cell21003",3199.21815134957,-2633.71489182487
"cell21004",3212.34015168995,-2683.98889312893
"cell21005",3123.29414938018,-2670.70489278436
"cell21006",3139.9261498116,-2635.22689186409
"cell21007",3205.48215151206,-2660.17489251122
"cell21008",3292.5841537714,-2575.1788903065
"cell21009",3182.85615092516,-2660.87689252943
"cell21010",3155.8561502248,-2682.42289308831
"cell21011",3255.48615280911,-2700.51289355755
"cell21012",3274.60215330496,-2579.98489043117
"cell21013",3280.92015346885,-2583.00889050961
"cell21014",3232.64415221661,-2557.79088985547
"cell21015",3154.39815018699,-2596.88689086959
"cell21016",3210.07215163112,-2606.66089112312
"cell21017",3190.41615112126,-2611.46689124778
"cell21018",3236.69415232167,-2598.99289092422
"cell21019",3260.83215294778,-2607.30889113992
"cell21020",3271.09215321392,-2646.24289214984
"cell21021",3229.35015213117,-2548.28688960895
"cell21022",3171.51615063101,-2664.49489262328
"cell21023",3259.15815290436,-2684.25889313594
"cell21024",3126.58814946562,-2659.74289250001
"cell21025",3224.65215200931,-2569.50889015943
"cell21026",3244.20015251637,-2602.88089102507
"cell21027",3159.58215032145,-2617.08289139345
"cell21028",3151.26615010574,-2621.56489150971
"cell21029",3231.13215217739,-2594.13289079815
"cell21030",3305.21475409903,-2563.83889001235
"cell21031",3289.23615368456,-2686.74289320037
"cell21032",3105.63614892215,-2657.90689245239
"cell21033",3103.47614886612,-2682.63889309391
"cell21034",3255.32415280491,-2596.94089087099
"cell21035",3216.7681518048,-2599.04689092562
"cell21036",3164.82015045732,-2671.19089279696
"cell21037",3151.10415010154,-2632.47289179265
"cell21038",3181.68533265963,-2867.12880280614
"cell21039",3218.29733360931,-2723.65079908445
"cell21040",3214.30133350566,-2890.29480340704
"cell21041",3217.4873335883,-2764.69080014899
"cell21042",3225.74933380261,-2881.70880318433
"cell21043",3214.40933350846,-2817.01680150628
"cell21044",3110.18933080509,-2856.9228025414
"cell21045",3241.03133419901,-2772.08880034089
"cell21046",3174.28733246773,-2811.29280135781
"cell21047",3101.22533057258,-2919.13080415502
"cell21048",3129.57533130795,-2812.53480139002
"cell21049",3289.63133545965,-2852.54880242795
"cell21050",3122.87933113426,-2752.37879982963
"cell21051",3244.05533427745,-2816.26080148667
"cell21052",3246.10733433068,-2856.1668025218
"cell21053",3094.58333040029,-2720.79419901036
"cell21054",3219.05333362892,-2737.31279943883
"cell21055",3146.90933175758,-2904.76680378243
"cell21056",3267.76133489236,-2898.66480362415
"cell21057",3179.2553325966,-2884.89480326697
"cell21058",3284.60933532938,-2767.98480023444
"cell21059",3087.56873021834,-2728.78079921752
"cell21060",3229.69133390486,-2888.99880337343
"cell21061",3272.89133502543,-2828.30280179903
"cell21062",3168.77933232486,-2863.13280270249
"cell21063",3124.60733117908,-2782.29480060562
"cell21064",3266.89733486995,-2796.11880096421
"cell21065",3193.34933296219,-2901.36480369419
"cell21066",3124.28333117068,-2908.43880387768
"cell21067",3204.63533325493,-2790.07080080733
"cell21068",3185.41133275628,-2895.80280354992
"cell21069",3183.68333271146,-2793.63480089977
"cell21070",3206.09333329275,-2810.644801341
"cell21071",3129.52133130655,-2884.84080326557
"cell21072",3121.52933109924,-2860.21680262685
"cell21073",3148.25933179259,-2746.87079968676
"cell21074",3223.91333375499,-2763.17880010977
"cell21075",3266.24933485314,-2786.50680071488
"cell21076",3150.04133183882,-2828.08680179343
"cell21077",3163.10933217779,-2848.49880232289
"cell21078",3205.28333327174,-2855.14080249518
"cell21079",3108.56933076307,-2736.61079942062
"cell21080",3276.29333511367,-2923.12680425867
"cell21081",3107.54333073646,-2799.89880106226
"cell21082",3265.22333482653,-2920.75080419704
"cell21083",3225.96533380821,-2853.25080244616
"cell21084",3101.38733057678,-2875.98480303586
"cell21085",3216.51533356309,-2854.65480248258
"cell21086",3136.97333149984,-2872.69080295041
"cell21087",3176.66333252937,-2840.77680212259
"cell21088",3257.39333462343,-2770.41480029747
"cell21089",3224.8853337802,-2789.63880079612
"cell21090",3116.72333097458,-2742.6047995761
"cell21091",3193.07933295518,-2771.11680031568
"cell21092",3257.55533462763,-2718.58019895293
"cell21093",3158.14133204892,-2800.16880106926
"cell21094",3195.77933302522,-2722.94879906625
"cell21095",3292.97933554649,-2837.05080202594
"cell21096",3279.53333519772,-2754.75479989126
"cell21097",3159.97733209655,-2775.81480043754
"cell21098",3199.07333311066,-2836.07880200073
"cell21099",3244.32533428445,-2795.09280093759
"cell21100",3262.9013347663,-2864.3208027333
"cell21101",3135.89333147183,-2846.33880226687
"cell21102",3189.83933287114,-2756.75279994309
"cell21103",3238.33133412898,-2884.78680326417
"cell21104",3287.03933539242,-2895.96480355412
"cell21105",3168.45533231646,-2820.09480158612
"cell21106",3270.2453349568,-2884.40880325437
"cell21107",3097.71533048153,-2764.63680014759
"cell21108",3212.89733346924,-2905.68480380625
"cell21109",3168.50933231786,-2787.37080073729
"cell21110",3216.51533356309,-2790.34080081433
"cell21111",3127.46933125332,-2929.81740443222
"cell21112",3176.82533253357,-2791.42080084234
"cell21113",3246.26933433488,-2901.41880369559
"cell21114",3195.13133300841,-2860.86480264366
"cell21115",3151.22933186963,-2763.66480012238
"cell21116",3228.13090625033,-3000.96362722293
"cell21117",3148.21090417728,-3021.26762774959
"cell21118",3268.57690729946,-3071.59562905505
"cell21119",3174.29290485382,-3091.35962956771
"cell21120",3247.78690676019,-3016.13762761652
"cell21121",3214.79290590435,-3130.39623058029
"cell21122",3202.15690557659,-2972.34362648055
"cell21123",3131.84890375286,-3018.18962766975
"cell21124",3221.65090608224,-2965.21562629566
"cell21125",3128.55490366742,-3010.30562746525
"cell21126",3170.78290476277,-2963.91962626204
"cell21127",3296.16550801508,-2982.54962674528
"cell21128",3282.50890766084,-2971.69562646374
"cell21129",3168.13690469414,-2919.5370251108
"cell21130",3112.84090325981,-3054.31562860683
"cell21131",3217.49290597439,-2951.60762594268
"cell21132",3182.93290507793,-3001.34162723273
"cell21133",3209.17690575868,-3003.87962729856
"cell21134",3244.27690666914,-3107.66762999073
"cell21135",3161.44090452045,-3062.46962881833
"cell21136",3224.72890616208,-3022.0776277706
"cell21137",3236.66290647164,-2953.5516259931
"cell21138",3242.98090663552,-3057.17762868106
"cell21139",3260.31490708515,-2982.92762675509
"cell21140",3088.48690262809,-3005.28362733498
"cell21141",3230.83090632036,-3006.14762735739
"cell21142",3229.91290629655,-3080.12762927637
"cell21143",3220.62490605563,-3019.64762770757
"cell21144",3205.39690566063,-3064.79162887856
"cell21145",3265.44490721822,-2981.46962671727
"cell21146",3116.78290336207,-2959.86962615699
"cell21147",3242.76490662992,-2947.39562583342
"cell21148",3274.62490745634,-3015.65162760392
"cell21149",3213.01090585813,-2995.83362708986
"cell21150",3226.0789061971,-3103.40162988007
"cell21151",3105.92890308052,-3003.98762730137
"cell21152",3206.63890569285,-3087.30962946266
"cell21153",3294.27550796606,-2969.91362641752
"cell21154",3294.76150797866,-3058.58162871748
"cell21155",3090.48490267992,-3104.31962990388
"cell21156",3208.58290574327,-3019.37762770057
"cell21157",3111.05890321359,-2977.85162662342
"cell21158",3170.29690475017,-3036.44162814319
"cell21159",3202.42690558359,-3106.26362995431
"cell21160",3084.28030251898,-3060.1476287581
"cell21161",3186.60490517318,-2936.91962556168
"cell21162",3082.93030248396,-2992.48562700301
"cell21163",3200.48290553316,-2997.18362712488
"cell21164",3268.84690730646,-3017.75762765855
"cell21165",3237.36490648985,-2922.8796251975
"cell21166",3258.80290704593,-3020.83562773839
"cell21167",3265.76890722662,-3086.87762945145
"cell21168",3244.16890666634,-2957.43962609395
"cell21169",3281.10490762442,-2994.05162704363
"cell21170",3176.93890492246,-2992.86362701282
"cell21171",3252.48490688205,-2920.83302514441
"cell21172",3133.68490380049,-2992.48562700301
"cell21173",3143.13490404561,-3062.90162882954
"cell21174",3158.09290443361,-2987.84162688255
"cell21175",3093.56290275976,-3009.60362744704
"cell21176",3259.07290705293,-3129.64023056068
"cell21177",3164.14090459049,-3124.29963042215
"cell21178",3154.58290434256,-2950.20362590626
"cell21179",3223.70290613547,-2962.62362622842
"cell21180",3261.17890710756,-3010.14362746105
"cell21181",3268.46890729666,-2947.28762583062
"cell21182",3108.30490314215,-2995.94162709266
"cell21183",3092.15890272334,-3034.11962808296
"cell21184",3181.19729382545,-3167.63897201419
"cell21185",3117.53129217401,-3168.6649720408
"cell21186",3149.22929299623,-3322.13297602162
"cell21187",3181.52129383385,-3255.11897428334
"cell21188",3218.29529478773,-3188.15897254646
"cell21189",3089.77529145405,-3163.15697189793
"cell21190",3169.20929351449,-3305.7169755958
"cell21191",3121.95929228887,-3209.54297310114
"cell21192",3219.26729481295,-3202.79297292605
"cell21193",3251.50529564917,-3172.28297213465
"cell21194",3122.01329229027,-3227.68697357178
"cell21195",3264.46529598534,-3192.10097264871
"cell21196",3289.89389664494,-3270.07697467133
"cell21197",3156.78929319233,-3250.31297415867
"cell21198",3185.0312939249,-3239.18897387013
"cell21199",3108.51329194009,-3279.63497491926
"cell21200",3233.52329518273,-3189.23897257447
"cell21201",3140.91329278052,-3140.47697130963
"cell21202",3234.06329519674,-3223.25897345692
"cell21203",3107.59529191628,-3176.1709722355
"cell21204",3195.88529420644,-3247.77497409284
"cell21205",3167.75129347667,-3141.82697134465
"cell21206",3110.40329198912,-3147.22697148472
"cell21207",3082.80929127336,-3265.43297455087
"cell21208",3290.75789666735,-3233.68097372726
"cell21209",3283.8512964882,-3232.65497370064
"cell21210",3149.98529301584,-3293.99897529185
"cell21211",3111.26729201153,-3292.59497525543
"cell21212",3218.07929478213,-3145.6609714441
"cell21213",3109.70129197091,-3325.37297610566
"cell21214",3208.89929454401,-3315.81497585773
"cell21215",3117.85529218242,-3307.66097564623
"cell21216",3236.54729526117,-3166.01897197217
"cell21217",3197.82929425687,-3265.21697454527
"cell21218",3251.82929565758,-3162.02297186852
"cell21219",3173.58329362795,-3265.05497454107
"cell21220",3124.3352923505,-3121.79837082513
"cell21221",3205.87529446557,-3153.058971636
"cell21222",3202.25729437172,-3303.82697554678
"cell21223",3232.28129515052,-3265.10897454247
"cell21224",3214.40729468688,-3242.64497395977
"cell21225",3239.08529532701,-3203.76497295126
"cell21226",3212.78729464486,-3175.14497220889
"cell21227",3188.59529401734,-3231.41297366843
"cell21228",3146.04329291359,-3247.23497407883
"cell21229",3119.63729222864,-3318.29897592217
"cell21230",3222.77729490399,-3302.42297551036
"cell21231",3261.87329591811,-3216.61697328463
"cell21232",3257.12129579484,-3256.95497433096
"cell21233",3116.3432921432,-3151.81697160378
"cell21234",3285.24989652447,-3184.97297246382
"cell21235",3120.71729225665,-3131.24297107011
"cell21236",3168.34529349208,-3183.6229724288
"cell21237",3108.18929193169,-3255.76697430015
"cell21238",3200.4752943255,-3195.98897274956
"cell21239",3272.24129618704,-3293.62097528204
"cell21240",3277.91129633412,-3222.23297343031
"cell21241",3087.34529139102,-3321.53897600621
"cell21242",3136.16129265726,-3173.57897216827
"cell21243",3190.91729407758,-3152.08697161078
"cell21244",3228.28529504687,-3146.0389714539
"cell21245",3158.35529323295,-3301.12697547674
"cell21246",3175.12341096252,-3451.63146242872
"cell21247",3192.45741141215,-3350.43545980379
"cell21248",3202.33941166848,-3433.97346197069
"cell21249",3152.76741038263,-3399.03546106443
"cell21250",3137.97140999883,-3404.97546121851
"cell21251",3166.15941073,-3405.35346122831
"cell21252",3108.59540923685,-3357.45545998588
"cell21253",3093.47540884465,-3368.20146026462
"cell21254",3123.60740962625,-3450.71346240491
"cell21255",3252.18141296133,-3361.45146008953
"cell21256",3231.93141243607,-3359.45346003771
"cell21257",3230.52741239965,-3347.57345972955
"cell21258",3124.36340964586,-3368.14746026322
"cell21259",3250.29141291231,-3330.45545928553
"cell21260",3170.85741085187,-3458.32746260241
"cell21261",3242.94741272181,-3493.75146352127
"cell21262",3165.24141070619,-3430.35546187684
"cell21263",3120.3134095408,-3477.01146308705
"cell21264",3242.83941271901,-3404.4354612045
"cell21265",3196.77741152421,-3468.85746287555
"cell21266",3187.27341127768,-3451.90146243572
"cell21267",3227.44941231981,-3376.78746048734
"cell21268",3203.6354117021,-3441.04746215418
"cell21269",3077.32940842584,-3445.96146228164
"cell21270",3172.47741089389,-3374.1954604201
"cell21271",3223.56141221896,-3441.20946215838
"cell21272",3095.79740890488,-3356.96945997328
"cell21273",3173.01741090789,-3428.19546182081
"cell21274",3276.37341358885,-3484.67946328595
"cell21275",3097.4714089483,-3447.90546233207
"cell21276",3165.40341071039,-3380.18946057558
"cell21277",3076.35740840062,-3433.75746196508
"cell21278",3281.60601372458,-3528.41946442053
"cell21279",3133.65140988678,-3473.93346300721
"cell21280",3153.46941040084,-3441.74946217239
"cell21281",3174.42141094431,-3384.40146068484
"cell21282",3119.8814095296,-3338.17745948583
"cell21283",3209.84541186318,-3353.45945988223
"cell21284",3208.60341183096,-3465.94146279991
"cell21285",3111.61940931529,-3529.22946444154
"cell21286",3205.74141175672,-3406.75746126473
"cell21287",3197.47941154242,-3367.01346023381
"cell21288",3252.61341297254,-3495.8034635745
"cell21289",3281.60601372458,-3361.45146008953
"cell21290",3109.18940925226,-3416.47746151686
"cell21291",3189.59541133791,-3377.11146049574
"cell21292",3105.0854091458,-3348.16745974496
"cell21293",3193.91541144997,-3524.63946432248
"cell21294",3189.97341134772,-3365.33946019039
"cell21295",3105.1934091486,-3394.93146095797
