"cell","center_x","center_y"
"cell28827",3981.79150910676,-867.660146065056
"cell28828",4122.3535127528,-841.416145384312
"cell28829",4009.70950983092,-767.976143479347
"cell28830",4124.89151281863,-854.538145724684
"cell28831",4028.01551030576,-848.706145573407
"cell28832",4142.81951328367,-846.492145515978
"cell28833",3945.77350817248,-811.716144613922
"cell28834",4014.24550994858,-913.074147243053
"cell28835",4027.04351028055,-824.784144952893
"cell28836",4063.70951123163,-876.894146304578
"cell28837",4108.31351238862,-838.554145310074
"cell28838",4074.34751150757,-776.076143689454
"cell28839",3948.31150823832,-765.222143407911
"cell28840",3935.68090791069,-724.182142343372
"cell28841",4055.50151101872,-910.806147184223
"cell28842",3997.23550950736,-905.676147051156
"cell28843",4049.99351087585,-894.228146754205
"cell28844",4047.23951080442,-746.484142921865
"cell28845",4011.97750988975,-880.566146399826
"cell28846",4107.71951237321,-726.234142396599
"cell28847",4049.83151087165,-860.478145878762
"cell28848",4069.70351138711,-901.302146937698
"cell28849",3939.779508017,-894.336146757007
"cell28850",4040.81351063773,-853.404145695269
"cell28851",4094.75951203704,-906.378147069365
"cell28852",4034.00951046124,-810.0961445719
"cell28853",4012.73350990936,-888.018146593124
"cell28854",3952.19950833917,-863.664145961404
"cell28855",3978.06550901011,-829.968145087361
"cell28856",4019.37551008165,-800.16014431417
"cell28857",4049.56151086464,-879.000146359205
"cell28858",4039.46351060271,-723.804142333567
"cell28859",4030.607510373,-786.44414395839
"cell28860",3961.91950859129,-782.340143851936
"cell28861",4082.39351171628,-846.546145517379
"cell28862",4024.28951020911,-832.290145147592
"cell28863",4079.96351165324,-813.390144657344
"cell28864",4115.38751257211,-827.322145018727
"cell28865",4112.48005949333,-1049.21676322818
"cell28866",4022.84005716816,-1131.02676535025
"cell28867",4117.826059632,-1046.51676315814
"cell28868",4101.57205921039,-1097.33076447621
"cell28869",4096.82005908713,-1052.61876331642
"cell28870",4051.13605790213,-1006.93476213142
"cell28871",4071.22405842319,-933.872760236263
"cell28872",4107.18805935606,-1034.25876284018
"cell28873",4123.87405978888,-1130.96736534871
"cell28874",4055.13205800578,-1128.70476529002
"cell28875",4046.60005778447,-945.914760548621
"cell28876",3969.11005577445,-1042.73676306009
"cell28877",3965.76205568761,-1075.51476391032
"cell28878",4133.59406004101,-944.780760519206
"cell28879",4046.87005779147,-1089.55476427451
"cell28880",3984.87805618346,-998.024761900306
"cell28881",4107.51205936447,-1018.86876244098
"cell28882",3939.30205500126,-991.922761742026
"cell28883",3957.01405546069,-989.924761690199
"cell28884",3989.25205629691,-931.064760163426
"cell28885",4026.5660572648,-1055.69676339626
"cell28886",4111.34605946392,-1028.96676270291
"cell28887",3998.86405654624,-1061.74476355314
"cell28888",4030.13005735725,-1048.56876321137
"cell28889",4100.49205918238,-1085.88276417926
"cell28890",3990.22405632213,-1054.29276335984
"cell28891",3930.12745476328,-1093.33476437256
"cell28892",4075.81405854225,-1036.41876289621
"cell28893",4062.31405819207,-1062.66276357695
"cell28894",4123.22605977207,-1013.0367622897
"cell28895",4100.87005919218,-1050.5127632618
"cell28896",4095.84805906191,-985.820761583746
"cell28897",4009.17805681378,-937.976760342717
"cell28898",4054.97005800158,-964.382761027664
"cell28899",3954.96205540746,-962.654760982841
"cell28900",4037.36605754495,-1032.53076279536
"cell28901",3978.93805602938,-1105.75476469472
"cell28902",4137.05006013066,-1023.02676254883
"cell28903",3984.23005616665,-1116.93276498467
"cell28904",4128.84205991775,-1073.24676385149
"cell28905",4004.10205668211,-1046.13876314834
"cell28906",4003.0760566555,-990.032761693001
"cell28907",4083.64405874535,-946.994760576636
"cell28908",3974.56405591592,-1034.36676284298
"cell28909",4102.2200592272,-1066.76676368341
"cell28910",4099.25005915016,-931.226760167628
"cell28911",4052.59405793995,-1058.2347634621
"cell28912",4087.74805885181,-1095.92676443979
"cell28913",4075.70605853945,-1116.01476496086
"cell28914",3931.09945478849,-956.822760831565
"cell28915",3952.74805535003,-1047.38076318055
"cell28916",3951.77605532482,-1127.56536526047
"cell28917",4075.86805854365,-1056.72276342288
"cell28918",4021.22005712614,-1103.70276464149
"cell28919",3945.45805516094,-1106.18676470593
"cell28920",4134.99806007743,-1069.19676374644
"cell28921",4032.23605741188,-1072.49076383188
"cell28922",3972.24205585569,-1001.91276200116
"cell28923",4049.67805786431,-1070.76276378706
"cell28924",4007.23405676335,-1006.34076211601
"cell28925",4003.77805667371,-1018.92276244238
"cell28926",4047.78805781528,-1047.65076318756
"cell28927",4092.77005898207,-955.148760788143
"cell28928",4024.46005721018,-959.198760893196
"cell28929",4011.3380568698,-969.782761167735
"cell28930",3997.29805650562,-935.384760275483
"cell28931",4132.13606000319,-1103.54076463729
"cell28932",4142.22866026498,-966.164761073887
"cell28933",4035.36805749312,-1118.44476502389
"cell28934",3992.33005637676,-1102.94676462188
"cell28935",4025.21605722979,-1093.92876438797
"cell28936",4049.67805786431,-971.240761205554
"cell28937",4001.18605660647,-1000.40076196194
"cell28938",3943.24405510351,-1048.46076320857
"cell28939",4086.39805881679,-1073.5707638599
"cell28940",4062.09805818647,-956.606760825962
"cell28941",3997.83805651963,-1045.54476313293
"cell28942",4034.23405746371,-1058.2887634635
"cell28943",3984.82405618206,-1126.05876522139
"cell28944",3982.23205611482,-1015.52076235414
"cell28945",3957.3380554691,-1020.0567624718
"cell28946",4039.90405761078,-1002.12876200676
"cell28947",4018.08805704489,-980.04276143387
"cell28948",4120.63405970484,-1117.41876499727
"cell28949",3982.17805611342,-955.472760796547
"cell28950",3960.47005555034,-979.448761418462
"cell28951",4118.20405964181,-974.102761279792
"cell28952",4066.85005830973,-1007.69076215103
"cell28953",3986.06605621427,-1105.37676468492
"cell28954",4075.16508403793,-1214.22134530172
"cell28955",3950.31708079949,-1269.24734672904
"cell28956",4102.86708475649,-1126.69274303131
"cell28957",4047.35508331657,-1286.47334717587
"cell28958",4134.94308558851,-1206.06734509021
"cell28959",3989.79108182341,-1265.14334662259
"cell28960",4009.12308232486,-1182.03734446689
"cell28961",4129.11108543724,-1224.26534556225
"cell28962",3985.03908170015,-1285.06934713945
"cell28963",4057.5610835813,-1237.11734589562
"cell28964",4111.66908498481,-1172.74934422597
"cell28965",3984.33708168194,-1245.00134610012
"cell28966",4115.50308508426,-1304.1853476353
"cell28967",4103.0830847621,-1304.1313476339
"cell28968",4061.28708367795,-1294.51934738457
"cell28969",4086.88308434188,-1284.52934712544
"cell28970",4080.565084178,-1133.43734320626
"cell28971",4118.7970851697,-1273.18934683129
"cell28972",3927.04848019592,-1309.47734777257
"cell28973",4018.19508256018,-1244.83934609592
"cell28974",3942.59508059919,-1288.52534722909
"cell28975",4055.83308353648,-1170.53534416854
"cell28976",4126.51908537,-1198.23734488711
"cell28977",3959.71308104321,-1268.76134671643
"cell28978",4128.35508541763,-1292.03534732014
"cell28979",3938.54508049414,-1158.16934384778
"cell28980",4115.34108508006,-1288.47134722769
"cell28981",3962.46708111465,-1304.67134764791
"cell28982",4017.43908254057,-1257.85334643349
"cell28983",4029.75108285993,-1210.33334520087
"cell28984",4092.39108448476,-1175.39534429461
"cell28985",4085.80308431387,-1268.97734672204
"cell28986",3949.45308077708,-1243.2193460539
"cell28987",4107.78108488396,-1281.2893470414
"cell28988",4113.50508503243,-1227.23534563929
"cell28989",3991.03308185562,-1223.77934554964
"cell28990",3947.07708071545,-1171.45334419236
"cell28991",4097.52108461782,-1273.8913468495
"cell28992",4065.87708379701,-1301.43134756386
"cell28993",4032.72108293697,-1182.2533444725
"cell28994",4123.27908528596,-1161.73334394023
"cell28995",4044.97908325493,-1147.85534358025
"cell28996",4099.35708466545,-1225.39934559166
"cell28997",3975.04908144102,-1217.56934538856
"cell28998",4035.52908300981,-1147.58534357324
"cell28999",4024.56708272546,-1229.61134570092
"cell29000",4018.78908257559,-1282.80134708062
"cell29001",3926.34648017772,-1261.36334652454
"cell29002",3980.61108158529,-1327.0813482292
"cell29003",3985.74108171836,-1300.56734754145
"cell29004",4034.881082993,-1258.01534643769
"cell29005",3966.0850812085,-1233.60734580457
"cell29006",4135.69908560812,-1260.33734649792
"cell29007",4007.93508229405,-1164.21734400466
"cell29008",4073.92308400571,-1237.33334590122
"cell29009",3940.16508053616,-1243.4353460595
"cell29010",4109.02308491617,-1235.33534584939
"cell29011",3944.75508065522,-1202.50334499776
"cell29012",4049.51508337259,-1138.40534333512
"cell29013",4055.02308351546,-1146.34334354103
"cell29014",4107.34908487275,-1142.88734345138
"cell29015",4116.85308511928,-1318.92734801769
"cell29016",4095.6310845688,-1196.67134484649
"cell29017",3967.16508123651,-1188.94934464619
"cell29018",4134.1330855675,-1313.20334786922
"cell29019",4087.69308436289,-1212.43934525549
"cell29020",4077.48708409816,-1264.76534661278
"cell29021",4101.67908472568,-1287.01334718987
"cell29022",3946.86108070984,-1227.39734564349
"cell29023",3926.88648019172,-1278.80534697697
"cell29024",4083.80508426204,-1292.46734733135
"cell29025",3977.37108150125,-1233.06734579057
"cell29026",4051.24308341742,-1195.75334482267
"cell29027",3946.05108068883,-1325.73134819418
"cell29028",4015.44108248875,-1335.06794843636
"cell29029",3950.58708080649,-1187.59934461117
"cell29030",4094.01108452678,-1239.33134595305
"cell29031",3974.67108143121,-1292.46734733135
"cell29032",4032.77508293837,-1238.62934593484
"cell29033",3989.84508182481,-1210.76534521207
"cell29034",3992.65308189765,-1203.04334501177
"cell29035",3979.31508155167,-1258.3393464461
"cell29036",4035.25908300281,-1276.05134690553
"cell29037",3996.10908198729,-1270.27334675565
"cell29038",4035.25908300281,-1170.58934416994
"cell29039",4072.6810839735,-1249.37534621358
"cell29040",4052.16108344123,-1207.63334513083
"cell29041",3929.09508024901,-1160.59934391081
"cell29042",4015.00908247754,-1168.15934410691
"cell29043",4127.22108538821,-1180.41734442487
"cell29044",3987.41508176178,-1184.57534453273
"cell29045",4112.74908501282,-1335.44594844617
"cell29046",4082.18508422002,-1182.1993444711
"cell29047",3933.19908035547,-1204.60934505239
"cell29048",4017.49308254197,-1219.35134543478
"cell29049",4112.58708500862,-1186.03334457055
"cell29050",4068.73908387124,-1284.31334711984
"cell29051",3978.18108152226,-1274.48534686491
"cell29052",4055.07708351687,-1322.49134811014
"cell29053",4091.90508447215,-1334.79794842936
"cell29054",4053.61908347905,-1188.57134463638
"cell29055",4034.12508297339,-1188.46334463358
"cell29056",4067.01108382642,-1322.70734811574
"cell29057",4097.21861598268,-1532.70682001114
"cell29058",3974.15261279047,-1489.29081888497
"cell29059",3930.62861166149,-1366.76481570676
"cell29060",3968.15861263499,-1453.9748179689
"cell29061",3939.05261188,-1520.17881968617
"cell29062",4029.01661421359,-1374.59481590986
"cell29063",3988.19261315465,-1437.28881753609
"cell29064",4010.44061373174,-1464.50481824204
"cell29065",4011.25061375275,-1362.66081560031
"cell29066",4091.2246158272,-1476.1148185432
"cell29067",4002.28661352023,-1436.85681752488
"cell29068",4071.29861531034,-1359.09681550786
"cell29069",3965.13461255655,-1447.76481780782
"cell29070",3926.68661155924,-1493.12481898442
"cell29071",4119.46661655977,-1524.71481980383
"cell29072",4094.08661590144,-1401.10881659761
"cell29073",4041.92261454836,-1484.97081877291
"cell29074",4026.47861414775,-1425.57081723213
"cell29075",4057.69061495736,-1455.86481801793
"cell29076",4024.80461410433,-1471.41681842133
"cell29077",3983.92661304399,-1377.6188159883
"cell29078",4009.90061371773,-1489.61481889337
"cell29079",4100.24261606112,-1457.59281806275
"cell29080",3967.34861261398,-1359.79881552607
"cell29081",3983.65661303699,-1451.05881789327
"cell29082",4007.5246136561,-1409.96481682733
"cell29083",4059.90461501479,-1398.03081651777
"cell29084",4071.94661532715,-1445.38881774619
"cell29085",3982.46861300618,-1393.49481640011
"cell29086",3948.61061212793,-1489.45281888917
"cell29087",3990.19061320648,-1362.98481560871
"cell29088",4066.87061519548,-1405.15881670266
"cell29089",4054.18061486632,-1375.94481594488
"cell29090",4088.57861575857,-1379.56281603873
"cell29091",3923.83001148514,-1486.26681880653
"cell29092",3965.40461256355,-1335.66081489995
"cell29093",4116.28061647713,-1411.15281685814
"cell29094",4048.34861471504,-1359.20481551066
"cell29095",4022.1586140357,-1360.55481554568
"cell29096",4067.14061520249,-1533.34942002781
"cell29097",4025.83061413094,-1477.68081858382
"cell29098",3992.67461327091,-1514.5088195391
"cell29099",3967.34861261398,-1501.27881919593
"cell29100",3964.43261253834,-1434.64281746745
"cell29101",4058.44661497697,-1415.2028169632
"cell29102",4136.90321701206,-1355.91081542522
"cell29103",4073.08061535656,-1400.83881659061
"cell29104",4106.72261622921,-1490.80281892419
"cell29105",4061.79461506382,-1409.53281681612
"cell29106",4095.22061593086,-1421.41281712428
"cell29107",4019.67461397126,-1322.11221454851
"cell29108",4125.13661670685,-1358.17881548405
"cell29109",4069.84061527252,-1425.46281722933
"cell29110",4080.31661554426,-1464.34281823784
"cell29111",4038.95261447132,-1504.46481927857
"cell29112",4108.18061626703,-1386.04281620681
"cell29113",4122.54461663961,-1430.05281734839
"cell29114",4088.95661576837,-1485.24081877992
"cell29115",4020.21461398527,-1460.9408181496
"cell29116",4080.47861554846,-1359.09681550786
"cell29117",4012.65461378917,-1499.3348191455
"cell29118",4010.44061373174,-1469.36481836811
"cell29119",4058.71661498398,-1446.30681777
"cell29120",4108.28861626983,-1405.75281671807
"cell29121",4112.82461638749,-1358.44881549105
"cell29122",3945.74861205369,-1377.8348159939
"cell29123",3999.2626134418,-1405.80681671947
"cell29124",3922.69601145573,-1475.41281852499
"cell29125",4088.09261574596,-1461.1028181538
"cell29126",3940.51061191782,-1530.27681994811
"cell29127",3938.4586118646,-1351.64481531456
"cell29128",3959.62661241367,-1359.20481551066
"cell29129",3949.63661215454,-1391.65881635249
"cell29130",4043.43461458758,-1531.51881998032
"cell29131",4038.68261446431,-1375.56681593508
"cell29132",3991.9726132527,-1350.34881528094
"cell29133",4019.67461397126,-1389.76881630346
"cell29134",4099.43261604011,-1328.37081471086
"cell29135",3947.58461210132,-1457.70081806555
"cell29136",4045.3246146366,-1371.40881582722
"cell29137",4103.64461614937,-1373.83881589025
"cell29138",4018.75661394745,-1368.97881576419
"cell29139",4073.18861535937,-1397.86881651357
"cell29140",4046.40461466461,-1431.40281738341
"cell29141",3994.18661331013,-1403.70081666484
"cell29142",3964.81061254814,-1471.41681842133
"cell29143",4038.25061445311,-1321.3562145289
"cell29144",4057.52861495316,-1405.48281671107
"cell29145",4088.20061574876,-1426.86681726575
"cell29146",3934.46261176094,-1431.72681739181
"cell29147",4050.29261476546,-1337.98281496018
"cell29148",4066.87061519548,-1497.93081910908
"cell29149",4021.40261401609,-1412.34081688896
"cell29150",3917.86408957653,-1569.97220539302
"cell29151",4040.06069274619,-1569.16220537201
"cell29152",4027.96469243243,-1546.64420478791
"cell29153",4085.47469392419,-1575.48020553589
"cell29154",4075.91669367626,-1667.28020791709
"cell29155",4015.65269211307,-1552.96220495179
"cell29156",4011.27869199961,-1598.9162061438
"cell29157",3976.55669109896,-1612.03820648417
"cell29158",4009.28069194779,-1637.74220715091
"cell29159",4012.46669203043,-1584.39020576701
"cell29160",4095.46469418332,-1548.53420483693
"cell29161",4094.60069416091,-1596.75620608777
"cell29162",4072.73069359362,-1633.42220703885
"cell29163",3987.7346913889,-1681.15820827708
"cell29164",3957.0626905933,-1620.13820669428
"cell29165",3938.21669010446,-1625.43020683154
"cell29166",3993.29669153318,-1622.0282067433
"cell29167",3949.1786903888,-1581.69020569697
"cell29168",3947.50469034538,-1666.95620790869
"cell29169",4116.848694738,-1613.49620652199
"cell29170",3958.25069062412,-1703.29820885137
"cell29171",4093.52069413289,-1702.43420882896
"cell29172",3984.00869129226,-1660.0442077294
"cell29173",4038.87269271538,-1588.60220587626
"cell29174",4105.23869443685,-1649.78420746326
"cell29175",3963.97469077259,-1529.58020434529
"cell29176",4000.42469171807,-1602.48020623624
"cell29177",4035.20069262013,-1689.90620850399
"cell29178",3992.86469152197,-1606.04420632869
"cell29179",4051.40069304034,-1704.10820887238
"cell29180",4054.15469311178,-1565.27420527115
"cell29181",4005.77069185674,-1652.5922075361
"cell29182",3960.62669068575,-1664.79620785266
"cell29183",4045.56869288907,-1687.09820843115
"cell29184",3973.42469101772,-1657.50620766357
"cell29185",4028.45069244504,-1697.30420869589
"cell29186",3924.39268974587,-1550.10020487756
"cell29187",3946.53269032016,-1642.92620728537
"cell29188",4031.96069253609,-1647.89420741424
"cell29189",4077.05069370568,-1655.56220761314
"cell29190",3969.21269090846,-1704.48620888218
"cell29191",3915.8660895247,-1602.21020622924
"cell29192",4055.8286931552,-1670.46620799974
"cell29193",4049.56469299272,-1622.62220675871
"cell29194",4000.26269171387,-1682.18420830369
"cell29195",3992.48669151217,-1715.34020916373
"cell29196",4016.30069212988,-1649.29820745066
"cell29197",3941.2406901829,-1694.44220862165
"cell29198",4049.94269300252,-1643.19620729238
"cell29199",4031.74469253048,-1530.12020435929
"cell29200",3992.21669150516,-1657.61420766637
"cell29201",4046.27069290727,-1604.15420627967
"cell29202",4055.5586931482,-1577.37020558491
"cell29203",4056.42269317061,-1603.61420626566
"cell29204",4071.164693553,-1642.11620726436
"cell29205",3928.65868985653,-1572.02420544624
"cell29206",4000.64069172367,-1585.47020579502
"cell29207",3989.03069142252,-1554.04220497981
"cell29208",4031.50072779879,-1896.85258853808
"cell29209",4112.55472990125,-1897.17658854648
"cell29210",4089.76672931015,-1819.79458653927
"cell29211",4042.40872808173,-1743.92458457127
"cell29212",4121.89673014358,-1905.43858876079
"cell29213",4098.56872953847,-1935.89458955079
"cell29214",4082.90872913226,-1894.90858848765
"cell29215",4058.66272850335,-1895.55658850446
"cell29216",4008.82072721049,-1793.76658586413
"cell29217",4077.02272897959,-1864.99258771166
"cell29218",4056.55672844872,-1919.10058911517
"cell29219",4097.81272951886,-1940.20918966271
"cell29220",4045.81072816998,-1879.73458809406
"cell29221",3997.80472692475,-1930.11658940092
"cell29222",3972.85672627762,-1854.13858743012
"cell29223",3931.70872521028,-1765.79458513856
"cell29224",3946.23472558707,-1731.1265842393
"cell29225",4086.31072922051,-1751.16058475897
"cell29226",4014.92272736877,-1938.80518962629
"cell29227",3989.16472670063,-1725.46198409237
"cell29228",4099.54072956368,-1820.60458656028
"cell29229",4015.84072739258,-1850.79058734328
"cell29230",3959.57272593305,-1813.85458638519
"cell29231",4122.81473016739,-1911.86458892748
"cell29232",3984.79072658718,-1732.90858428553
"cell29233",3980.57872647792,-1793.17258584872
"cell29234",3984.73672658578,-1804.99858615547
"cell29235",4074.05272890255,-1916.94058905914
"cell29236",4007.36272717267,-1906.84258879721
"cell29237",4037.81872796267,-1860.78058760241
"cell29238",4031.77072780579,-1933.72918949462
"cell29239",3955.09072581679,-1776.2705854103
"cell29240",3960.22072594985,-1736.41858437657
"cell29241",4100.18872958049,-1862.40058764443
"cell29242",4110.50272984803,-1900.79458864033
"cell29243",4050.72472829744,-1842.36658712476
"cell29244",3953.41672577336,-1754.50858484581
"cell29245",3928.84672513604,-1808.40058624372
"cell29246",4081.39672909304,-1833.24058688805
"cell29247",4077.07672898099,-1776.10858540609
"cell29248",4071.40672883391,-1908.94858885184
"cell29249",3916.04872480407,-1936.48318956606
"cell29250",4033.44472784922,-1801.81258607283
"cell29251",4029.12472773716,-1921.098589167
"cell29252",4095.22072945163,-1902.14458867535
"cell29253",4034.52472787723,-1915.86058903113
"cell29254",4099.64872956648,-1918.99258911237
"cell29255",4063.25272862241,-1752.40258479118
"cell29256",4085.4467291981,-1773.19258533046
"cell29257",3924.20272501558,-1765.14658512175
"cell29258",4092.8987293914,-1786.63858567923
"cell29259",4090.09072931856,-1920.12658914179
"cell29260",4055.4227284193,-1776.10858540609
"cell29261",3998.66872694716,-1821.19858657569
"cell29262",3959.4734213464,-2113.01999126002
"cell29263",3960.28342136741,-2000.64598834515
"cell29264",4062.72142402455,-1968.24598750472
"cell29265",4030.80742319673,-2020.94998887181
"cell29266",3933.01342066005,-2017.38598877937
"cell29267",4104.5714251101,-2030.56198912114
"cell29268",3916.27342022583,-2071.60199018568
"cell29269",4061.96542400494,-1982.1239878647
"cell29270",3978.26542183384,-1993.89598817006
"cell29271",3949.05142107606,-2049.89398962259
"cell29272",4107.16342517734,-1949.99398703128
"cell29273",4023.19342299923,-1978.28998776525
"cell29274",4001.37742243335,-2137.04999188334
"cell29275",4042.63342350349,-2010.41998859867
"cell29276",3981.07342190668,-2096.0099908188
"cell29277",4084.64542459324,-2087.04599058628
"cell29278",3966.65542153269,-2003.23798841238
"cell29279",4032.26542323455,-2046.86998954415
"cell29280",3919.89142031968,-2029.10398908332
"cell29281",3911.68342010677,-1999.88998832554
"cell29282",3984.25942198932,-2116.31399134547
"cell29283",4118.77342547849,-1948.26598698646
"cell29284",4015.41742279753,-1960.63198730722
"cell29285",4020.3854229264,-1980.34198781848
"cell29286",3993.38542222604,-1951.7219870761
"cell29287",4060.23742396012,-1987.25398799777
"cell29288",4097.28142492101,-2054.69998974726
"cell29289",4018.38742287457,-2041.63198940828
"cell29290",3910.27942007035,-1994.70598819107
"cell29291",3949.80742109567,-1972.13398760557
"cell29292",4059.64342394471,-1928.3399864696
"cell29293",3994.19542224705,-1984.66198793054
"cell29294",3936.36142074689,-2033.69398920238
"cell29295",4073.7374243103,-1932.11998656765
"cell29296",4081.9994245246,-1958.6879872568
"cell29297",3948.07942105085,-2033.96398920938
"cell29298",4010.34142266586,-1969.48798753694
"cell29299",4056.29542385787,-1944.59398689121
"cell29300",4084.42942458764,-2124.62999156117
"cell29301",3912.33682012372,-2005.72198847681
"cell29302",3963.79342145845,-2137.69259190001
"cell29303",4056.13342385367,-1936.65598668531
"cell29304",3974.43142173439,-2084.34599051625
"cell29305",4050.787423715,-1961.33398732543
"cell29306",3942.03142089397,-2086.82999058068
"cell29307",3978.85942184925,-2006.42398849502
"cell29308",3911.57542010397,-2133.16199178249
"cell29309",3978.80542184785,-1974.4019876644
"cell29310",3952.3454211615,-2028.45598906651
"cell29311",3982.9094219543,-2065.3379900232
"cell29312",4122.7100255806,-1947.13198695704
"cell29313",4017.41542284936,-1993.78798816726
"cell29314",3965.03542149067,-2032.50598917156
"cell29315",4037.77342337742,-1969.91998754814
"cell29316",3918.54142028466,-2122.68599151075
"cell29317",4064.17942406237,-2090.60999067873
"cell29318",3916.43542023003,-2028.34798906371
"cell29319",4001.37742243335,-1957.76998723298
"cell29320",4074.49342432991,-2002.10398838297
"cell29321",4047.27742362395,-1989.08998804539
"cell29322",3947.26942102984,-1991.08798809722
"cell29323",4083.72742456943,-1936.97998669371
"cell29324",3955.15342123434,-1988.65798803419
"cell29325",3946.29742100462,-1967.32798748091
"cell29326",4099.92742498964,-1965.22198742628
"cell29327",3924.53542044014,-2082.34799046442
"cell29328",3952.5074211657,-2020.46398885921
"cell29329",4022.27542297542,-1968.62398751453
"cell29330",3951.58942114189,-2115.23399131745
"cell29331",4005.6974225454,-2096.60399083421
"cell29332",4084.64542459324,-2012.5259886533
"cell29333",3960.1754213646,-1972.45798761398
"cell29334",4074.92542434111,-2042.22598942369
"cell29335",3926.37142048776,-2090.82599068433
"cell29336",4063.20742403716,-1957.55398722738
"cell29337",4002.48649092019,-2235.54819820076
"cell29338",4044.66049201414,-2308.71820009872
"cell29339",3948.64848952368,-2196.99219720066
"cell29340",4061.67049245536,-2294.03019971773
"cell29341",4091.10049321875,-2308.98820010573
"cell29342",3952.32048961893,-2313.20020021498
"cell29343",4041.5284919329,-2189.75619701296
"cell29344",4060.21249241754,-2135.16219559684
"cell29345",3915.81648867205,-2157.03219616413
"cell29346",4012.96249119192,-2184.46419687569
"cell29347",3970.57249009237,-2192.13219707459
"cell29348",3948.97248953208,-2291.4921996519
"cell29349",3983.53249042854,-2157.24819616973
"cell29350",3918.73248874769,-2219.67219778895
"cell29351",3947.08248948306,-2319.68020038307
"cell29352",3939.30648928136,-2180.41419677064
"cell29353",4090.07449319214,-2141.80419576913
"cell29354",4049.3044921346,-2163.56619633362
"cell29355",4072.3084927313,-2202.71619734913
"cell29356",3923.70048887655,-2320.22020039707
"cell29357",3927.534488976,-2285.22819948941
"cell29358",3984.88249046355,-2292.46419967711
"cell29359",4009.02049108967,-2164.59219636023
"cell29360",3949.78248955309,-2270.43219910562
"cell29361",4077.06049285456,-2267.57019903138
"cell29362",4066.20649257302,-2325.62020053715
"cell29363",3976.78249025345,-2170.1001965031
"cell29364",4098.82249341905,-2245.32219845429
"cell29365",3929.42448902503,-2254.28619868681
"cell29366",3987.20449052379,-2144.66619584337
"cell29367",4114.74709383212,-2318.54620035365
"cell29368",4083.81049302965,-2187.16419694573
"cell29369",4070.79649269208,-2312.28220019117
"cell29370",3973.218490161,-2266.05819899216
"cell29371",3973.65049017221,-2293.49019970372
"cell29372",4095.85249334201,-2202.87819735333
"cell29373",3933.90648914128,-2313.84820023179
"cell29374",4007.13049104065,-2309.63620012254
"cell29375",3934.17648914829,-2341.65280095302
"cell29376",3909.06648849696,-2324.16220049933
"cell29377",4040.12449189648,-2258.71419880167
"cell29378",3973.92049017921,-2250.56019859016
"cell29379",4053.73249224946,-2212.76019760966
"cell29380",4042.71649196371,-2169.45219648629
"cell29381",3931.36848907545,-2215.2441976741
"cell29382",3924.24048889056,-2267.46219902858
"cell29383",4031.05249166116,-2180.52219677344
"cell29384",3940.27848930657,-2302.29219993204
"cell29385",3925.91448893398,-2236.08819821477
"cell29386",3925.32048891857,-2262.98019891232
"cell29387",3918.24648873508,-2217.13419772312
"cell29388",3938.76648926735,-2314.17220024019
"cell29389",4039.74649188668,-2231.71419810131
"cell29390",4058.75449237972,-2285.06619948521
"cell29391",4077.27649286017,-2154.6561961025
"cell29392",3937.47048923373,-2255.74419872463
"cell29393",4028.24449158832,-2304.77619999647
"cell29394",4031.97049168497,-2328.32020060718
"cell29395",3926.67048895359,-2304.18219998106
"cell29396",3978.18649028987,-2214.16419764608
"cell29397",3908.79648848996,-2320.70620040968
"cell29398",3905.61588840745,-2204.01219738275
"cell29399",3917.66001423076,-2339.32852378488
"cell29400",3939.47601479664,-2368.70452454686
"cell29401",3947.52201500535,-2392.24852515757
"cell29402",3965.45001547039,-2335.00852367282
"cell29403",4091.81001874804,-2395.21852523461
"cell29404",4034.7320172675,-2414.01052572206
"cell29405",3955.13601520285,-2358.71452428773
"cell29406",4107.74001916125,-2479.08052740991
"cell29407",3986.88801602647,-2343.00052388012
"cell29408",3980.84001586959,-2470.7645271942
"cell29409",4022.15001694113,-2350.12852406502
"cell29410",4064.10801802948,-2362.00852437317
"cell29411",4081.76601848751,-2443.76452649385
"cell29412",3963.02001540735,-2414.65852573887
"cell29413",4045.42401754484,-2494.41652780771
"cell29414",3989.6960160993,-2373.56452467293
"cell29415",3915.77001418173,-2366.32852448523
"cell29416",3938.88201478124,-2360.76652434096
"cell29417",4063.46001801267,-2505.59452809766
"cell29418",4009.73001661897,-2380.85452486202
"cell29419",3958.37601528689,-2383.39252492785
"cell29420",3928.0820145011,-2371.18852461129
"cell29421",3922.52001435682,-2430.53452615067
"cell29422",4074.69201830402,-2428.96852611005
"cell29423",3953.94801517203,-2373.67252467573
"cell29424",4095.26601883769,-2457.04852683842
"cell29425",4113.67461931519,-2360.06452432275
"cell29426",4007.46201656014,-2417.3585258089
"cell29427",4018.91001685709,-2384.79652496427
"cell29428",3974.95401571691,-2397.75652530044
"cell29429",3928.89201452211,-2372.05252463371
"cell29430",4042.9400174804,-2390.62852511555
"cell29431",3945.20001494512,-2403.85852545872
"cell29432",4086.14001860097,-2442.57652646303
"cell29433",4042.346017465,-2395.97452525422
"cell29434",4067.56401811913,-2397.48652529344
"cell29435",3989.7500161007,-2403.48052544892
"cell29436",3907.18401395902,-2356.5005242303
"cell29437",4033.32801723108,-2428.59052610025
